candidate_id,email,first_name,last_name,phone
CAND-0001,danielle.johnson@example.com,danielle,Johnson,533-521-8196x00
SRC2-CAND-0002,william.johnson@example.com,william,Johnson,886.737.9402
SRC2-CAND-0003,joshua.lewis@example.com, Joshua , Lewis ,001-851-316-155
CAND-0004,andrea.calderon@example.com,Andrea,Calderon,+1-659-931-0341
SRC2-CAND-0005,cynthia.diaz@example.com,Cynthia,Diaz,(653)541-9283x2
CAND-0006,gabrielle.cameron@example.com,Gabrielle,Cameron,001-903-405-641
SRC2-CAND-0007,JOSEPH.WRIGHT@EXAMPLE.COM,Joseph,Wright,+1-484-996-9653
CAND-0008,CHRISTOPHER.WILLIAMS@EXAMPLE.COM,Christopher,Williams,922-669-1669
CAND-0009,tasha.valencia@example.com,Tasha,Valencia,9182451462
CAND-0010,stephanie.liu@example.com,Stephanie,Liu,282-781-4893x25
SRC2-CAND-0011,tracy.rodriguez@example.com,Tracy,rodriguez,(443)903-9117x1
CAND-0012,stacey.martin@example.com, Stacey , Martin ,596.338.3465x78
CAND-0013,matthew.chapman@example.com,Matthew,Chapman,793.301.0310
SRC2-CAND-0014, willie.ramirez@example.com ,Willie, Ramirez ,838.729.9737x63
CAND-0015,rodney.owens@example.com,Rodney, Owens ,001-801-406-513
CAND-0016,joshua.wright@example.com,joshua,Wright,478-810-8013
CAND-0017,todd.lewis@example.com,Todd,Lewis,(502)660-6474x6
CAND-0018,JEFF.BROWN@EXAMPLE.COM,Jeff,Brown,001-380-450-097
SRC2-CAND-0019,casey.jones@example.com,Casey,Jones,361.893.9909
CAND-0020, diane.cunningham@example.com ,Diane,Cunningham,343-353-4624x75
SRC2-CAND-0021,amanda.wagner@example.com,Amanda,wagner,(651)235-4278
CAND-0022, elizabeth.spencer@example.com , Elizabeth ,Spencer,+1-612-941-1824
CAND-0023,john.odonnell@example.com,john,Odonnell,4169400524
CAND-0024,,Andrea,Patterson,4118280598
CAND-0025,david.parker@example.com,David,Parker,4535315869
CAND-0026,michelle.cherry@example.com,Michelle,Cherry,(360)825-6342
SRC2-CAND-0027,monica.garrison@example.com,Monica,garrison,837.754.3303
CAND-0028,JOSHUA.JONES@EXAMPLE.COM,joshua,Jones,001-345-886-850
CAND-0029,michael.hartman@example.com,Michael,Hartman,(798)816-9340x6
CAND-0030,chad.beck@example.com,Chad,beck,895-814-8465x64
SRC2-CAND-0031,erica.orr@example.com,Erica,Orr,+1-794-968-0443
CAND-0032, scott.lowe@example.com ,scott,Lowe,272.214.8951x34
SRC2-CAND-0033, john.alvarez@example.com ,john, Alvarez ,001-517-469-367
CAND-0034,linda.dominguez@example.com,linda,Dominguez,908.831.7278x89
CAND-0035,maria.kelley@example.com, Maria ,Kelley,(677)943-4873
CAND-0036,chris.mitchell@example.com,Chris,mitchell,855-881-2236x23
CAND-0037,mark.owens@example.com,Mark, Owens ,2367690967
SRC2-CAND-0038,kenneth.price@example.com,Kenneth,Price,(488)993-7346x7
SRC2-CAND-0039,samantha.hooper@example.com,samantha,Hooper,+1-906-499-0162
CAND-0040,brent.gray@example.com, Brent ,Gray,975.256.4641
CAND-0041,kaitlyn.williams@example.com,Kaitlyn,Williams,(931)300-3309x2
CAND-0042, anne.robinson@example.com ,Anne, Robinson ,001-645-829-912
SRC2-CAND-0043,randy.espinoza@example.com,Randy,Espinoza,793-814-9190
SRC2-CAND-0044,doris.jones@example.com,Doris,Jones,+1-650-967-1657
SRC2-CAND-0045,steven.petersen@example.com,Steven, Petersen ,001-845-731-473
SRC2-CAND-0046,anthony.rosales@example.com,Anthony,rosales,(273)554-5494
SRC2-CAND-0047,christopher.cortez@example.com,Christopher,Cortez,783.977.7014x36
SRC2-CAND-0048,angela.cooper@example.com, Angela ,Cooper,001-485-557-444
CAND-0049,javier.washington@example.com,Javier,Washington,001-498-694-134
CAND-0050,,Brandon,Brown,627-910-9477x75
CAND-DUP-0001,william.johnson@example.com,danielle,Johnson,533-521-8196x00
